from,fromType,to,toType
juan carlos vega llona,1,vega,2
juan gomez martinez,1,gomez,2
juan gomez martinez,1,juan,2
juan gomez martinez,1,martinez,2
juan jesus posadas ocampo,1,jesus,2
juan jesus posadas ocampo,1,juan,2
juan jesus posadas ocampo,1,ocampo,2
juan jesus posadas ocampo,1,posadas,2
juan jose membreno,1,jose,2
juan jose membreno,1,juan,2
juan jose membreno,1,membreno,2
juan landazuri,1,juan,2
juan landazuri,1,landazuri,2
juan manuel,1,juan,2
juan manuel,1,manuel,2
juan manuel palacios,1,juan,2
juan manuel palacios,1,manuel,2
juan manuel palacios,1,palacios,2
juan martin caicedo,1,caicedo,2
juan martin caicedo,1,juan,2
juan martin caicedo,1,martin,2
juan martinez,1,juan,2
juan martinez,1,martinez,2
juan orlando zepeda,1,juan,2
juan orlando zepeda,1,orlando,2
juan orlando zepeda,1,zepeda,2
juan pablo cafiero,1,cafiero,2
juan pablo cafiero,1,juan,2
juan pablo cafiero,1,pablo,2
juan rafael,1,juan,2
juan rafael,1,rafael,2
juan rafael bustillo,1,bustillo,2
juan rafael bustillo,1,juan,2
juan rafael bustillo,1,rafael,2
juan ramon moreno,1,juan,2
juan ramon moreno,1,moreno,2
juan ramon moreno,1,ramon,2
juan salcedo lora,1,juan,2
juan salcedo lora,1,lora,2
juan salcedo lora,1,salcedo,2
juan soria diaz,1,diaz,2
juan soria diaz,1,juan,2
juan soria diaz,1,soria,2
juana margarita flores,1,flores,2
juana margarita flores,1,juana,2
juana margarita flores,1,margarita,2
judge aurora,0,aurora,1
judge cardenas,0,cardenas,1
judge carlos meneses pizarro,0,carlos meneses pizarro,1
judge carlos valencia,0,carlos valencia,1
judge espinosa,0,espinosa,1
judge francisco cardenas,0,francisco cardenas,1
judge fredy arevalo,0,fredy arevalo,1
judge garces,0,garces,1
judge gonzalez,0,gonzalez,1
judge guillermo torre alday,0,guillermo torre alday,1
judge hector jimenez rodriguez,0,hector jimenez rodriguez,1
judge jaramillo uribe,0,jaramillo uribe,1
judge larry oviedo,0,larry oviedo,1
judge maria elena diaz,0,maria elena diaz,1
judge maria helena diaz,0,maria helena diaz,1
judge mariela espinosa arango,0,mariela espinosa arango,1
judge puyol,0,puyol,1
judge ramiro puyol,0,ramiro puyol,1
judge ricardo zamora,0,ricardo zamora,1
judge sofia de roldan,0,sofia de roldan,1
judge valencia garcia,0,valencia garcia,1
judge zamora,0,zamora,1
judicial zone president antonio suarez,0,antonio suarez,1
julia elba ramos,1,elba,2
julia elba ramos,1,julia,2
julia elba ramos,1,ramos,2
julio alfredo samayoa,1,alfredo,2
julio alfredo samayoa,1,julio,2
julio alfredo samayoa,1,samayoa,2
julio cesar turbay ayala,1,ayala,2
julio cesar turbay ayala,1,cesar,2
julio cesar turbay ayala,1,julio,2
julio cesar turbay ayala,1,turbay,2
julio chagy de la rosa,1,chagy,2
julio chagy de la rosa,1,julio,2
julio chagy de la rosa,1,rosa,2
julio e. linares,1,e.,2
julio e. linares,1,julio,2
julio e. linares,1,linares,2
julio linares,1,julio,2
julio linares,1,linares,2
julio londono,1,julio,2
julio londono,1,londono,2
julio londono paredes,1,julio,2
julio londono paredes,1,londono,2
julio londono paredes,1,paredes,2
julio maria saguinetti,1,julio,2
julio maria saguinetti,1,maria,2
julio maria saguinetti,1,saguinetti,2
julio maria sanguinetti,1,julio,2
julio maria sanguinetti,1,maria,2
julio maria sanguinetti,1,sanguinetti,2
julio rocha,1,julio,2
julio rocha,1,rocha,2
julio santos,1,julio,2
julio santos,1,santos,2
julio torres,1,julio,2
julio torres,1,torres,2
julio velasquez giacarini,1,giacarini,2
julio velasquez giacarini,1,julio,2
julio velasquez giacarini,1,velasquez,2
justice carlos valencia,0,carlos valencia,1
justice carlos valencia garcia,0,carlos valencia garcia,1
justice maria elena diaz,0,maria elena diaz,1
justice minister andres vallejo,0,andres vallejo,1
justice minister cesar delgado barreto,0,cesar delgado barreto,1
justice minister dr oscar alfredo santamaria,0,oscar alfredo santamaria,1
justice minister julio alfredo samayoa,0,julio alfredo samayoa,1
justice minister monica de greiff,0,monica de greiff,1
justice minister oscar alfredo santamaria,0,oscar alfredo santamaria,1
justice minister oscar santamaria,0,oscar santamaria,1
justice minister ricardo arias calderon,0,ricardo arias calderon,1
justice minister roberto salazar,0,roberto salazar,1
justice minister roberto salazar manrique,0,roberto salazar manrique,1
justice minister rodrigo lara bonilla,0,rodrigo lara bonilla,1
justice romeo aurora,0,romeo aurora,1
justicialist leader antonio caffiero,0,antonio caffiero,1
justiniano sagastume rodriguez,1,justiniano,2
justiniano sagastume rodriguez,1,rodriguez,2
justiniano sagastume rodriguez,1,sagastume,2
justo martinez,1,justo,2
justo martinez,1,martinez,2
kim il-song,1,il-song,2
kim il-song,1,kim,2
kjell laugerud,1,kjell,2
kjell laugerud,1,laugerud,2
kuet wong,1,kuet,2
kuet wong,1,wong,2
kurt schreffer,1,kurt,2
kurt schreffer,1,schreffer,2
la prensa director juan carlos pastrana,0,juan carlos pastrana,1
labor leader febe elizabeth velasquez,0,febe elizabeth velasquez,1
labor minister guillermo arthur,0,guillermo arthur,1
landazabal reyes,1,landazabal,2
landazabal reyes,1,reyes,2
larco cox,1,cox,2
larco cox,1,larco,2
larry oviedo,1,larry,2
larry oviedo,1,oviedo,2
lawyer carlos oldiney,0,carlos oldiney,1
lawyer guido parra,0,guido parra,1
lawyer jaime castillo velasco,0,jaime castillo velasco,1
lawyer luis rossman,0,luis rossman,1
lawyer patricio aylwin,0,patricio aylwin,1
lazaro mora,1,lazaro,2
lazaro mora,1,mora,2
leader antonio cafiero,0,antonio cafiero,1
leader bernardo jaramillo,0,bernardo jaramillo,1
leader carlos pizarro leongomez,0,carlos pizarro leongomez,1
leader carlos ruig,0,carlos ruig,1
leader eduardo colindres,0,eduardo colindres,1
leader febe elizabeth velasquez,0,febe elizabeth velasquez,1
leader francisco escobar,0,francisco escobar,1
leader ignacio velez escobar,0,ignacio velez escobar,1
leader jaime,0,jaime,1
leader jaramillo ossa,0,jaramillo ossa,1
leader ricardo navarrete,0,ricardo navarrete,1
leftist leader fede elizabeth velasquez,0,fede elizabeth velasquez,1
leftist salvadoran leader hector oqueli,0,hector oqueli,1
leftist senator enrique bernales ballesteros,0,enrique bernales ballesteros,1
legislative assembly president ricardo alvarenga valdivieso,0,ricardo alvarenga valdivieso,1
legislative assembly president ricardo valdivieso,0,ricardo valdivieso,1
legislative assembly vice president roberto angulo,0,roberto angulo,1
lemos simmonds,1,lemos,2
lemos simmonds,1,simmonds,2
leo cabral,1,cabral,2
leo cabral,1,leo,2
leon febres cordero,1,cordero,2
leon febres cordero,1,febres,2
leon febres cordero,1,leon,2
leon febres-cordero,1,febres-cordero,2
leon febres-cordero,1,leon,2
leonardo hugaz ramos,1,hugaz,2
leonardo hugaz ramos,1,leonardo,2
leonardo hugaz ramos,1,ramos,2
leoncio pichinte,1,leoncio,2
leoncio pichinte,1,pichinte,2
leonel gonzalez,1,gonzalez,2
leonel gonzalez,1,leonel,2
leopoldo villar,1,leopoldo,2
leopoldo villar,1,villar,2
li teng-hui,1,li,2
li teng-hui,1,teng-hui,2
liberal cesar gaviria trujillo,0,cesar gaviria trujillo,1
liberal deputy dario quintero patino,0,dario quintero patino,1
liberal leader federico estrada velez,0,federico estrada velez,1
liberal leader luis carlos galan,0,luis carlos galan,1
liberal party candidate cesar gaviria trujillo,0,cesar gaviria trujillo,1
liberal party candidate juan martin caicedo,0,juan martin caicedo,1
liberal party deputy juan carlos duarte,0,juan carlos duarte,1
liberal party leader luis carlos galan,0,luis carlos galan,1
liberal party leader luis carlos galan sarmiento,0,luis carlos galan sarmiento,1
liberal party member fabio roa,0,fabio roa,1
liberal president virgilio barco,0,virgilio barco,1
liberal presidential candidate luis carlos galan,0,luis carlos galan,1
liberal presidential candidate luis carlos galan sarmiento,0,luis carlos galan sarmiento,1
liberal senator federico estrada velez,0,federico estrada velez,1
liberal senator luis guillermo giraldo,0,luis guillermo giraldo,1
liberal senator samper pizano,0,samper pizano,1
liberto gutierrez marquez,1,gutierrez,2
liberto gutierrez marquez,1,liberto,2
liberto gutierrez marquez,1,marquez,2
libyan ahmad mustafa,0,ahmad mustafa,1
lieutenant bolanos of the treasury police,0,bolanos,1
lieutenant colonel juan antonio martinez varela,0,juan antonio martinez varela,1
lieutenant colonel ricardo wheelock,0,ricardo wheelock,1
lieutenant espinoza,0,espinoza,1
lieutenant isidro lopez,0,isidro lopez,1
lieutenant jaime quintero cardona,0,jaime quintero cardona,1
lieutenant jesus antonio cordoba,0,jesus antonio cordoba,1
lieutenant jose luis canales,0,jose luis canales,1
lieutenant mendoza,0,mendoza,1
lieutenant pachecho,0,pachecho,1
lieutenant salgado of the 4th battalion,0,salgado,1
lieutenant walter renguifo lopez,0,walter renguifo lopez,1
lieutenant yussay rene mendoza vallecillos,0,yussay rene mendoza vallecillos,1
lionel sisniega,1,lionel,2
lionel sisniega,1,sisniega,2
lionel sisniega cordero,1,cordero,2
lionel sisniega cordero,1,lionel,2
lionel sisniega cordero,1,sisniega,2
lopez huila,1,huila,2
lopez huila,1,lopez,2
lopez trujillo,1,lopez,2
lopez trujillo,1,trujillo,2
lucia barrera de cerna,1,barrera,2
lucia barrera de cerna,1,cerna,2
lucia barrera de cerna,1,lucia,2
lucia cerna,1,cerna,2
lucia cerna,1,lucia,2
luis alberto chavez,1,alberto,2
luis alberto chavez,1,chavez,2
luis alberto chavez,1,luis,2
luis alberto sanchez,1,alberto,2
luis alberto sanchez,1,luis,2
luis alberto sanchez,1,sanchez,2
luis alva castro,1,alva,2
luis alva castro,1,castro,2
luis alva castro,1,luis,2
luis arce gomez,1,arce,2
luis arce gomez,1,gomez,2
luis arce gomez,1,luis,2
luis arturo isaacs,1,arturo,2
luis arturo isaacs,1,isaacs,2
luis arturo isaacs,1,luis,2
luis caceres tavara,1,caceres,2
luis caceres tavara,1,luis,2
luis caceres tavara,1,tavara,2
luis cardenas valera,1,cardenas,2
luis cardenas valera,1,luis,2
luis cardenas valera,1,valera,2
luis carlos galan,1,carlos,2
luis carlos galan,1,galan,2
luis carlos galan,1,luis,2
luis carlos galan sarmiento,1,carlos,2
luis carlos galan sarmiento,1,galan,2
luis carlos galan sarmiento,1,luis,2
luis carlos galan sarmiento,1,sarmiento,2
luis castro guisado,1,castro,2
luis castro guisado,1,guisado,2
luis castro guisado,1,luis,2
luis de anda,1,anda,2
luis de anda,1,luis,2
luis eduardo gonzalez anaya,1,anaya,2
luis eduardo gonzalez anaya,1,eduardo,2
luis eduardo gonzalez anaya,1,gonzalez,2
luis eduardo gonzalez anaya,1,luis,2
luis emilio espina,1,emilio,2
luis emilio espina,1,espina,2
luis emilio espina,1,luis,2
"luis emilio espina, also known as gonzalo rojas",0,gonzalo rojas,1
"luis emilio espina, also known as gonzalo rojas",0,luis emilio espina,1
luis felix lopez,1,felix,2
luis felix lopez,1,lopez,2
luis felix lopez,1,luis,2
luis fernando galeano berrio,1,berrio,2
luis fernando galeano berrio,1,fernando,2
luis fernando galeano berrio,1,galeano,2
luis fernando galeano berrio,1,luis,2
luis fernando galeano berrio (alias el negro),0,el negro,1
luis fernando galeano berrio (alias el negro),0,luis fernando galeano berrio,1
luis fernando guzman vasquez,1,fernando,2
luis fernando guzman vasquez,1,guzman,2
luis fernando guzman vasquez,1,luis,2
luis fernando guzman vasquez,1,vasquez,2
luis fernando ordonez reyes,1,fernando,2
luis fernando ordonez reyes,1,luis,2
luis fernando ordonez reyes,1,ordonez,2
luis fernando ordonez reyes,1,reyes,2
luis gabriel cano,1,cano,2
luis gabriel cano,1,gabriel,2
luis gabriel cano,1,luis,2
luis garcia meza,1,garcia,2
luis garcia meza,1,luis,2
luis garcia meza,1,meza,2
luis gaudani,1,gaudani,2
luis gaudani,1,luis,2
luis guillermo giraldo,1,giraldo,2
luis guillermo giraldo,1,guillermo,2
luis guillermo giraldo,1,luis,2
luis maldonado,1,luis,2
luis maldonado,1,maldonado,2
luis morales,1,luis,2
luis morales,1,morales,2
luis ordonez,1,luis,2
luis ordonez,1,ordonez,2
luis pazos,1,luis,2
luis pazos,1,pazos,2
luis quipe martinez,1,luis,2
luis quipe martinez,1,martinez,2
luis quipe martinez,1,quipe,2
luis rossman,1,luis,2
luis rossman,1,rossman,2
luis sandiga,1,luis,2
luis sandiga,1,sandiga,2
luis yanez,1,luis,2
luis yanez,1,yanez,2
luis zamora,1,luis,2
luis zamora,1,zamora,2
luiz alva castro,1,alva,2
luiz alva castro,1,castro,2
luiz alva castro,1,luiz,2
m-19 [19 april movement] president carlos pizarro leongomez,0,carlos pizarro leongomez,1
m-19 commander carlos pizarro,0,carlos pizarro,1
m-19 commander carlos pizarro leongomez,0,carlos pizarro leongomez,1
m-19 leader carlos pizarro,0,carlos pizarro,1
m-19 leader pizarro leongomez,0,pizarro leongomez,1
madame cordovez,0,cordovez,1
madrigal nieto,1,madrigal,2
madrigal nieto,1,nieto,2
magistrate carlos valencia,0,carlos valencia,1
magistrate carlos valencia garcia,0,carlos valencia garcia,1
magistrate espinoza villegas,0,espinoza villegas,1
magistrate mariela espinoza,0,mariela espinoza,1
maj d'aubuisson,0,d'aubuisson,1
maj roberto d'aubuisson,0,roberto d'aubuisson,1
maj rodriguez hurtado,0,rodriguez hurtado,1
maj. rodriguez,0,rodriguez,1
major alfredo jimenez,0,alfredo jimenez,1
major alvaro tovar tovar,0,alvaro tovar tovar,1
major carlos farfan correa,0,carlos farfan correa,1
major chavez caceres,0,chavez caceres,1
major d'aubuisson,0,d'aubuisson,1
major edgardo lopez grimaldo,0,edgardo lopez grimaldo,1
major eskenasi nisim,0,eskenasi nisim,1
major general miguel gomez,0,miguel gomez,1
major giroldi,0,giroldi,1
major gonzalo gonzalez,0,gonzalo gonzalez,1
major gonzalo gonzalez rivera,0,gonzalo gonzalez rivera,1
major guillermo rodriguez velasquez,0,guillermo rodriguez velasquez,1
major hector musio,0,hector musio,1
major heraclides sucre,0,heraclides sucre,1
major horacio fernandez cutiello,0,horacio fernandez cutiello,1
major jairo otalora,0,jairo otalora,1
major mauricio chavez,0,mauricio chavez,1
major moises giroldi,0,moises giroldi,1
major rene rodriguez hurtado,0,rene rodriguez hurtado,1
major roberto d'aubuission,0,roberto d'aubuission,1
major roberto d'aubuisson,0,roberto d'aubuisson,1
major roberto d'aubuisson arrieta,0,roberto d'aubuisson arrieta,1
major rodriguez hurtado,0,rodriguez hurtado,1
malambo tique,1,malambo,2
malambo tique,1,tique,2
manual antonio noriega,1,antonio,2
manual antonio noriega,1,manual,2
manual antonio noriega,1,noriega,2
manuel adan rugama,1,adan,2
manuel adan rugama,1,manuel,2
manuel adan rugama,1,rugama,2
manuel antonio noriega,1,antonio,2
manuel antonio noriega,1,manuel,2
manuel antonio noriega,1,noriega,2
manuel antonio rugama,1,antonio,2
manuel antonio rugama,1,manuel,2
manuel antonio rugama,1,rugama,2
manuel cepeda,1,cepeda,2
manuel cepeda,1,manuel,2
manuel contreras sepulveda,1,contreras,2
manuel contreras sepulveda,1,manuel,2
manuel contreras sepulveda,1,sepulveda,2
manuel diaz,1,diaz,2
manuel diaz,1,manuel,2
manuel enrique suarez,1,enrique,2
manuel enrique suarez,1,manuel,2
manuel enrique suarez,1,suarez,2
manuel enrique suarez benavides,1,benavides,2
manuel enrique suarez benavides,1,enrique,2
manuel enrique suarez benavides,1,manuel,2
manuel enrique suarez benavides,1,suarez,2
manuel espinoza,1,espinoza,2
manuel espinoza,1,manuel,2
manuel ibedaca romero,1,ibedaca,2
manuel ibedaca romero,1,manuel,2
manuel ibedaca romero,1,romero,2
manuel jaime guerrero paz,1,guerrero,2
manuel jaime guerrero paz,1,jaime,2
manuel jaime guerrero paz,1,manuel,2
manuel jaime guerrero paz,1,paz,2
manuel marulanda,1,manuel,2
manuel marulanda,1,marulanda,2
"manuel marulanda, alias ""tirofijo,""",0,manuel marulanda,1
"manuel marulanda, alias ""tirofijo,""",0,tirofijo,1
manuel noriega,1,manuel,2
manuel noriega,1,noriega,2
manuel pacas,1,manuel,2
manuel pacas,1,pacas,2
manuel pacas castro,1,castro,2
manuel pacas castro,1,manuel,2
manuel pacas castro,1,pacas,2
manuel perez,1,manuel,2
manuel perez,1,perez,2
manuel perez martinez,1,manuel,2
manuel perez martinez,1,martinez,2
manuel perez martinez,1,perez,2
manuel rodriguez,1,manuel,2
manuel rodriguez,1,rodriguez,2
manuel rugama,1,manuel,2
manuel rugama,1,rugama,2
manuel rugama acevedo,1,acevedo,2
manuel rugama acevedo,1,manuel,2
manuel rugama acevedo,1,rugama,2
"manuel rugama, known as commander aureliano",0,aureliano,1
"manuel rugama, known as commander aureliano",0,manuel rugama,1
manuel santos cruz arboleda,1,arboleda,2
manuel santos cruz arboleda,1,cruz,2
manuel santos cruz arboleda,1,manuel,2
manuel santos cruz arboleda,1,santos,2
manuel solis palma,1,manuel,2
manuel solis palma,1,palma,2
manuel solis palma,1,solis,2
marcelo reyes,1,marcelo,2
marcelo reyes,1,reyes,2
marco antonio bogran,1,antonio,2
marco antonio bogran,1,bogran,2
marco antonio bogran,1,marco,2
marco chalita,1,chalita,2
marco chalita,1,marco,2
marco vinicio arevalo cerezo,1,arevalo,2
marco vinicio arevalo cerezo,1,cerezo,2
marco vinicio arevalo cerezo,1,marco,2
marco vinicio arevalo cerezo,1,vinicio,2
marco vinicio cerezo arevalo,1,arevalo,2
marco vinicio cerezo arevalo,1,cerezo,2
marco vinicio cerezo arevalo,1,marco,2
marco vinicio cerezo arevalo,1,vinicio,2
marcos blandon gravy,1,blandon,2
marcos blandon gravy,1,gravy,2
marcos blandon gravy,1,marcos,2
marcos justines,1,justines,2
marcos justines,1,marcos,2
marcos mcgrath,1,marcos,2
marcos mcgrath,1,mcgrath,2
maria elena diaz,1,diaz,2
maria elena diaz,1,elena,2
maria elena diaz,1,maria,2
maria eugneia ochoa garcia,1,eugneia,2
maria eugneia ochoa garcia,1,garcia,2
maria eugneia ochoa garcia,1,maria,2
maria eugneia ochoa garcia,1,ochoa,2
maria helena diaz,1,diaz,2
maria helena diaz,1,helena,2
maria helena diaz,1,maria,2
maria julia hernandez,1,hernandez,2
maria julia hernandez,1,julia,2
maria julia hernandez,1,maria,2
mariela espinosa arango,1,arango,2
mariela espinosa arango,1,espinosa,2
mariela espinosa arango,1,mariela,2
mariela espinoza,1,espinoza,2
mariela espinoza,1,mariela,2
mariela vargas,1,mariela,2
mariela vargas,1,vargas,2
marina petrovskaya,1,marina,2
marina petrovskaya,1,petrovskaya,2
mario alfredo cabrera,1,alfredo,2
mario alfredo cabrera,1,cabrera,2
mario alfredo cabrera,1,mario,2
mario castro arenas,1,arenas,2
mario castro arenas,1,castro,2
mario castro arenas,1,mario,2
mario firmenich,1,firmenich,2
mario firmenich,1,mario,2
mario jalil,1,jalil,2
mario jalil,1,mario,2
mario logorgon,1,logorgon,2
mario logorgon,1,mario,2
mario lopez,1,lopez,2
mario lopez,1,mario,2
mario molina,1,mario,2
mario molina,1,molina,2
mario palencia,1,mario,2
mario palencia,1,palencia,2
mario revollo,1,mario,2
mario revollo,1,revollo,2
mario revollo bravo,1,bravo,2
mario revollo bravo,1,mario,2
mario revollo bravo,1,revollo,2
mario revollo correa,1,correa,2
mario revollo correa,1,mario,2
mario revollo correa,1,revollo,2
mario solorzano,1,mario,2
mario solorzano,1,solorzano,2
mario vargas llosa,1,llosa,2
mario vargas llosa,1,mario,2
mario vargas llosa,1,vargas,2
mario velasco,1,mario,2
mario velasco,1,velasco,2
marlin fitzwater,1,fitzwater,2
marlin fitzwater,1,marlin,2
marshal kim il-song,0,kim il-song,1
mary stanislaus mackey,1,mackey,2
mary stanislaus mackey,1,mary,2
mary stanislaus mackey,1,stanislaus,2
mauricio chavez,1,chavez,2
mauricio chavez,1,mauricio,2
mauricio chavez caceres,1,caceres,2
mauricio chavez caceres,1,chavez,2
mauricio chavez caceres,1,mauricio,2
mauricio colorado,1,colorado,2
mauricio colorado,1,mauricio,2
mauricio eduardo colorado,1,colorado,2
mauricio eduardo colorado,1,eduardo,2
mauricio eduardo colorado,1,mauricio,2
mauricio ernesto colorado,1,colorado,2
mauricio ernesto colorado,1,ernesto,2
mauricio ernesto colorado,1,mauricio,2
mauricio ernesto vargas,1,ernesto,2
mauricio ernesto vargas,1,mauricio,2
mauricio ernesto vargas,1,vargas,2
mauricio gutierrez castro,1,castro,2
mauricio gutierrez castro,1,gutierrez,2
mauricio gutierrez castro,1,mauricio,2
mauricio guzman aguilar,1,aguilar,2
mauricio guzman aguilar,1,guzman,2
mauricio guzman aguilar,1,mauricio,2
mauricio mena sandoval,1,mauricio,2
mauricio mena sandoval,1,mena,2
mauricio mena sandoval,1,sandoval,2
mauricio pineda,1,mauricio,2
mauricio pineda,1,pineda,2
mauricio quiros garcia,1,garcia,2
mauricio quiros garcia,1,mauricio,2
mauricio quiros garcia,1,quiros,2
mauricio sandoval,1,mauricio,2
mauricio sandoval,1,sandoval,2
mauricio vargas,1,mauricio,2
mauricio vargas,1,vargas,2
maximiliano leiva,1,leiva,2
maximiliano leiva,1,maximiliano,2
maximo vera tocksen,1,maximo,2
maximo vera tocksen,1,tocksen,2
maximo vera tocksen,1,vera,2
mayor alfredo chamorro,0,alfredo chamorro,1
mayor andres pastrana,0,andres pastrana,1
mayor armansio quispe,0,armansio quispe,1
mayor bohorquez,0,bohorquez,1
mayor celis,0,celis,1
mayor eduardo rolon diaz,0,eduardo rolon diaz,1
mayor hector arevalo,0,hector arevalo,1
mayor jose alberto troncoso,0,jose alberto troncoso,1
mayor juan gomez martinez,0,juan gomez martinez,1
mayor nevardo morales,0,nevardo morales,1
mayor pedro jesus hernandez,0,pedro jesus hernandez,1
mayor ricardo bravo,0,ricardo bravo,1
mayor santos mauro,0,santos mauro,1
maza marquez,1,marquez,2
maza marquez,1,maza,2
medellin cartel boss pablo escobar gaviria,0,pablo escobar gaviria,1
medellin mayor juan gomez martinez,0,juan gomez martinez,1
medellin police commander antonio mejia sanchez,0,antonio mejia sanchez,1
melida anaya montes,1,anaya,2
melida anaya montes,1,melida,2
melida anaya montes,1,montes,2
"melida anaya montes, alias commander maria",0,maria,1
"melida anaya montes, alias commander maria",0,melida anaya montes,1
mercedes del carmen letona,1,carmen,2
mercedes del carmen letona,1,letona,2
mercedes del carmen letona,1,mercedes,2
metropolitan police chief antonio sanchez,0,antonio sanchez,1
mexican attorney general enrique alvarez del castillo,0,enrique alvarez del castillo,1
mexican foreign minister fernando solana,0,fernando solana,1
mexican president carlos salinas,0,carlos salinas,1
mexican professor maria eugneia ochoa garcia,0,maria eugneia ochoa garcia,1
mexican rafael munoz talavera,0,rafael munoz talavera,1
mexican television newsman epigmenio ibarra,0,epigmenio ibarra,1
miguel alfredo maza,1,alfredo,2
miguel alfredo maza,1,maza,2
miguel alfredo maza,1,miguel,2
miguel alfredo maza marquez,1,alfredo,2
miguel alfredo maza marquez,1,marquez,2
miguel alfredo maza marquez,1,maza,2
miguel alfredo maza marquez,1,miguel,2
miguel anduez,1,anduez,2
miguel anduez,1,miguel,2
miguel angel bartra,1,angel,2
miguel angel bartra,1,bartra,2
miguel angel bartra,1,miguel,2
miguel antonio avila barreto,1,antonio,2
miguel antonio avila barreto,1,avila,2
miguel antonio avila barreto,1,barreto,2
miguel antonio avila barreto,1,miguel,2
miguel antonio gomez padilla,1,antonio,2
miguel antonio gomez padilla,1,gomez,2
miguel antonio gomez padilla,1,miguel,2
miguel antonio gomez padilla,1,padilla,2
miguel d' escoto,1,d,2
miguel d' escoto,1,escoto,2
miguel d' escoto,1,miguel,2
miguel d'escoto,1,d'escoto,2
miguel d'escoto,1,miguel,2
miguel d'escoto brockman,1,brockman,2
miguel d'escoto brockman,1,d'escoto,2
miguel d'escoto brockman,1,miguel,2
miguel ernesto miranda reina,1,ernesto,2
miguel ernesto miranda reina,1,miguel,2
miguel ernesto miranda reina,1,miranda,2
miguel ernesto miranda reina,1,reina,2
miguel gomez,1,gomez,2
miguel gomez,1,miguel,2
miguel gomez padilla,1,gomez,2
miguel gomez padilla,1,miguel,2
miguel gomez padilla,1,padilla,2
miguel maza,1,maza,2
miguel maza,1,miguel,2
miguel maza marquez,1,marquez,2
miguel maza marquez,1,maza,2
miguel maza marquez,1,miguel,2
miguel obando y bravo,1,bravo,2
miguel obando y bravo,1,miguel,2
miguel obando y bravo,1,obando,2
miguel obando y bravo,1,y,2
miguel padilla,1,miguel,2
miguel padilla,1,padilla,2
miguel rincon rincon,1,miguel,2
miguel rincon rincon,1,rincon,2
miguel saenz,1,miguel,2
miguel saenz,1,saenz,2
mikhail gorbachev,1,gorbachev,2
mikhail gorbachev,1,mikhail,2
military forces commander nelson mejia henao,0,nelson mejia henao,1
military spokesman mauricio chavez caceres,0,mauricio chavez caceres,1
mines minister celestino armas,0,celestino armas,1
mines minister oscar mejia,0,oscar mejia,1
mines minister raul castaneda,0,raul castaneda,1
minister carlos lemos,0,carlos lemos,1
minister cordovez,0,cordovez,1
minister duran,0,duran,1
minister lemos,0,lemos,1
minister lemos simmonds,0,lemos simmonds,1
minister lopez,0,lopez,1
minister mantilla,0,mantilla,1
minister rodriguez,0,rodriguez,1
minister rodriguez porth,0,rodriguez porth,1
minister salazar,0,salazar,1
minister sciaki,0,sciaki,1
minister secretary general of government oscar vargas,0,oscar vargas,1
minister secretary of government enrique correa,0,enrique correa,1
minister shahal,0,shahal,1
minister vallejo,0,vallejo,1
minister vargas,0,vargas,1
misael gallardo,1,gallardo,2
misael gallardo,1,misael,2
misael pastrana,1,misael,2
misael pastrana,1,pastrana,2
misael patrana borrero,1,borrero,2
misael patrana borrero,1,misael,2
misael patrana borrero,1,patrana,2
mnr leader hector oqueli,0,hector oqueli,1
moises giroldi,1,giroldi,2
moises giroldi,1,moises,2
monica de greiff,1,greiff,2
monica de greiff,1,monica,2
monsignor abelardo mata,0,abelardo mata,1
monsignor arnulfo romero,0,arnulfo romero,1
monsignor arturo rivera y damas,0,arturo rivera y damas,1
monsignor gregorio rosa chavez,0,gregorio rosa chavez,1
monsignor mario revollo bravo,0,mario revollo bravo,1
monsignor oscar arnulfo romero,0,oscar arnulfo romero,1
monsignor ricardo,0,ricardo,1
monsignor rivera y damas,0,rivera y damas,1
monsignor romero,0,romero,1
montoneros leader mario firmenich,0,mario firmenich,1
moshe shahal,1,moshe,2
moshe shahal,1,shahal,2
mr alfredo cristiani,0,alfredo cristiani,1
mr ambassador william walker,0,william walker,1
mr augusto pinochet ugarte,0,augusto pinochet ugarte,1
mr bennett,0,bennett,1
mr buschmann,0,buschmann,1
mr bush,0,bush,1
mr cepeda,0,cepeda,1
mr cristiani,0,cristiani,1
mr cuellar osorio,0,cuellar osorio,1
mr de las flores,0,de las flores,1
mr dimitur stanishev,0,dimitur stanishev,1
mr echevarria,0,echevarria,1
mr errazuriz,0,errazuriz,1
mr george foulkes,0,george foulkes,1
mr hurd,0,hurd,1
mr ian alexander,0,ian alexander,1
mr javier perez de cuellar,0,javier perez de cuellar,1
mr justiniano sagastume rodriguez,0,justiniano sagastume rodriguez,1
mr larco cox,0,larco cox,1
mr mantilla,0,mantilla,1
mr manuel cepeda,0,manuel cepeda,1
mr mario castro arenas,0,mario castro arenas,1
mr masariego,0,masariego,1
mr mason,0,mason,1
mr merino,0,merino,1
mr netanyahu,0,netanyahu,1
mr ortega,0,ortega,1
mr pastrana,0,pastrana,1
mr perez de cuellar,0,perez de cuellar,1
mr radoslav radev,0,radoslav radev,1
mr rodrigo asturias,0,rodrigo asturias,1
mr sandoval,0,sandoval,1
mr sergio buschmann,0,sergio buschmann,1
mr william walker,0,william walker,1
mr. barco,0,barco,1
mr. bell,0,bell,1
mr. buschmann,0,buschmann,1
